,player_name,birth_date,Club Team,nationality,position,minutes_played,shots_per90,shots_on_target_per90,goals_per90,xgoals_per90,xplace_per90,key_passes_per90,primary_assists_per90,xassists_per90,xgoals_plus_xassists_per90,points_added_per90,xpoints_added_per90,attempted_passes_per90,passes_completed_over_expected_per90,Dribbling_goals_added_raw_per90,Dribbling_goals_added_above_avg_per90,Dribbling_count_actions_per90,Fouling_goals_added_raw_per90,Fouling_goals_added_above_avg_per90,Fouling_count_actions_per90,Interrupting_goals_added_raw_per90,Interrupting_goals_added_above_avg_per90,Interrupting_count_actions_per90,Passing_goals_added_raw_per90,Passing_goals_added_above_avg_per90,Passing_count_actions_per90,Receiving_goals_added_raw_per90,Receiving_goals_added_above_avg_per90,Receiving_count_actions_per90,Shooting_goals_added_raw_per90,Shooting_goals_added_above_avg_per90,Shooting_count_actions_per90,passes_completed_over_expected_p100passes,goalsAdded_raw_per90,goalsAdded_above_avg_per90
Christian Makoun,Christian Makoun,2000-03-05,New England Revolution,Venezuela,CB,553,0.976491862567812,0.325497287522604,0,0.03516998191681736,-0.023419529837251356,0.488245931283906,0.162748643761302,0.05134719710669078,0.08651717902350815,0,0.01318264014466546,50.614828209764916,-1.0978698010849908,0.01160397830018083,0.0051428571428571435,12.694394213381555,-0.004768535262206149,0.000081374321880651,1.6274864376130198,0.09652622061482821,0.031068716094032552,11.229656419529837,0.035625678119349004,-0.004784810126582279,50.614828209764916,0.011245931283905969,-0.014386980108499096,41.33815551537071,0.020424954792043398,0.005484629294755877,0.976491862567812,-2.1691,0.17065822784810125,0.02260578661844485
Emanuel Reynoso,Emanuel Reynoso,1995-11-16,Minnesota United FC,Argentina,AM,1478,2.861975642760487,1.0351826792963463,0.36535859269282817,0.38167794316644116,-0.008110960757780786,3.288227334235453,0.2435723951285521,0.31964614343707715,0.7013240866035183,0.10264749661705008,0.15905277401894452,52.794316644113664,1.414479702300406,0.06650744248985115,0.05579634641407307,31.786197564276048,0.03481867388362652,0.02464343707713126,4.01894451962111,0.04427537212449256,0.003087280108254398,6.7591339648173205,0.11718876860622464,0.09102909336941813,52.794316644113664,0.09194857916102842,-0.002959404600811908,48.775372124492556,0.06052774018944519,0.013183355886332881,2.861975642760487,2.6792,0.41526657645466847,0.18478010825439783
Julio Cascante,Julio Cascante,1993-10-03,Austin FC,Costa Rica,CB,2296,1.019163763066202,0.27439024390243905,0.078397212543554,0.0911093205574913,-0.006722560975609756,0.19599303135888502,0.039198606271777,0.018850609756097564,0.10995601045296167,0.039990418118466896,0.07624912891986063,57.857142857142854,0.12687020905923346,0.004268728222996516,0.0025753484320557496,17.247386759581882,-0.011908536585365854,-0.0025714285714285717,1.8031358885017421,0.06272560975609756,-0.007196864111498258,10.85801393728223,0.05133057491289198,0.0021245644599303137,57.857142857142854,0.05554050522648084,0.03571385017421603,50.566202090592334,0.0310962543554007,0.021002613240418123,1.019163763066202,0.21930000000000002,0.19305313588850176,0.051648083623693386
Ahmed Hamdi,Ahmed Hamdi,1998-02-10,CF Montréal,Egypt,AM,546,0.8241758241758241,0.4945054945054945,0.16483516483516483,0.04308791208791209,0.05317582417582417,0.989010989010989,0,0.0934945054945055,0.13656593406593406,0.12629670329670328,0.03145054945054945,32.967032967032964,-1.9764065934065933,-0.01228021978021978,-0.01954945054945055,16.64835164835165,-0.0015659340659340659,-0.008851648351648351,1.4835164835164836,0.04124175824175825,-0.002785714285714286,9.23076923076923,0.01026923076923077,-0.007104395604395604,32.967032967032964,0.04351648351648352,-0.047554945054945064,27.857142857142858,0.023703296703296704,-0.01856043956043956,0.8241758241758241,-5.9951,0.10488461538461541,-0.10440659340659342
Andrew Gutman,Andrew Gutman,1996-10-02,,USA,FB,2656,1.0504518072289157,0.3049698795180723,0.1355421686746988,0.060794051204819274,0.007834337349397591,0.7454819277108434,0.0677710843373494,0.08573719879518071,0.14653463855421686,0.08850225903614459,0.03388215361445783,43.88177710843374,0.36090474397590366,0.013330572289156628,0.006194277108433736,12.503765060240964,0.0019518072289156627,0.006150225903614458,2.033132530120482,0.08282981927710843,0.026064759036144577,12.164909638554217,0.02512612951807229,-0.011273719879518071,43.88177710843374,0.04139118975903615,0.020805722891566264,31.174698795180724,0.02423155120481928,0.01327296686746988,1.0504518072289157,0.8224,0.18886106927710844,0.06121423192771084
Mario González,Mario González,1996-02-25,Los Angeles FC,Spain,ST,503,1.4314115308151094,0.7157057654075547,0.17892644135188868,0.3915626242544732,-0.14711332007952288,0.7157057654075547,0.17892644135188868,0.13918687872763422,0.5307316103379722,0.22072365805168986,0.4190099403578529,11.272365805168986,-0.874216699801193,-0.036840954274353875,-0.028538767395626243,6.79920477137177,0.04269184890656064,0.032278330019880716,1.2524850894632207,-0.003721669980119285,-0.039882703777335986,1.9681908548707754,-0.01882306163021869,0.001628230616302187,11.272365805168986,0.22238767395626244,0.0652544731610338,13.240556660039761,0.043908548707753486,-0.014779324055666006,1.4314115308151094,-7.7554,0.24960238568588472,0.015960238568588473
Kelvin Leerdam,Kelvin Leerdam,1990-06-24,LA Galaxy,Netherlands,FB,1361,0.13225569434239529,0.06612784717119764,0.06612784717119764,0.03607274063188832,0.007326965466568701,0.5290227773695811,0.06612784717119764,0.08540411462160177,0.12147685525349007,0.05023732549595886,0.02922189566495224,48.86847905951506,0.7428934606906686,0.0011638501102130786,-0.0035576781778104334,6.74504041146216,-0.004800881704628949,0.0015143277002204261,0.9919177075679647,0.08875018368846437,0.025822924320352682,9.786921381337253,0.04976120499632624,0.007961792799412197,48.86847905951506,0.003015429831006613,-0.01820499632623071,37.49448934606907,0.004053637031594416,-0.007155033063923585,0.13225569434239529,1.5202,0.14194342395297577,0.006381337252020574
Victor Pálsson,Victor Pálsson,1991-04-30,D.C. United,Iceland,CB,1782,0.45454545454545453,0,0,0.03671717171717171,-0.03671717171717171,0.5050505050505051,0.10101010101010101,0.04262626262626262,0.07934343434343435,0,0.021101010101010103,38.686868686868685,-0.11456565656565657,0.009095959595959597,0.005545454545454546,6.262626262626263,-0.0004393939393939395,0.007212121212121212,1.0101010101010102,0.03881313131313131,-0.02912121212121212,12.626262626262626,0.044348484848484845,-0.001494949494949495,38.686868686868685,0.013914141414141415,-0.007717171717171719,25.757575757575758,0.012449494949494952,0.0007777777777777778,0.45454545454545453,-0.29610000000000003,0.11818181818181818,-0.024797979797979798
Matheus Rossetto,Matheus Rossetto,1996-06-03,Atlanta United FC,Brazil,DM,2195,0.6150341685649203,0.2870159453302961,0.04100227790432802,0.04192072892938496,0.03403599088838269,0.7790432801822323,0.04100227790432802,0.05242961275626424,0.0943503416856492,0.03129293849658314,0.01227608200455581,57.772209567198175,1.6593867881548974,0.005354897494305239,-0.0042232346241457865,15.170842824601367,0.008343963553530752,0.011656947608200456,1.5580865603644647,0.07227881548974942,0.004108428246013668,11.111617312072893,0.04123599088838269,0.0014268792710706152,57.772209567198175,0.026114350797266518,-0.0013694760820045556,49.44874715261959,0.0141375854214123,-0.003575398633257403,0.6150341685649203,2.8723,0.1674656036446469,0.008024145785876994
Sebastian Lletget,Sebastian Lletget,1992-09-03,FC Dallas,USA,CM,1291,0.836560805577072,0.209140201394268,0,0.06649961270333077,-0.03333694810224632,0.975987606506584,0.139426800929512,0.07651742835011618,0.14301704105344692,0,0.053651432997676225,39.248644461657626,0.7487219209914795,0.00272579395817196,-0.005577072037180481,10.178156467854377,0.0021611154144074362,0.0004252517428350116,1.5336948102246322,0.041130906274206035,-0.01563671572424477,6.8319132455460885,0.005305189775367932,-0.018306738962044926,39.248644461657626,0.05370720371804803,-0.002098373353989156,34.996127033307516,0.024127807900852054,-0.004935708752904725,0.836560805577072,1.9076,0.12915801704105345,-0.04612935708752905
Sam Nicholson,Sam Nicholson,1995-01-20,Colorado Rapids,Scotland,FB,1612,1.0049627791563276,0.11166253101736973,0.05583126550868486,0.08758250620347394,-0.052849875930521095,0.6141439205955335,0.05583126550868486,0.036463399503722085,0.12404590570719602,0.0336271712158809,0.05729404466501241,31.656327543424318,-0.9692307692307691,0.015236352357320102,0.004008684863523573,14.851116625310175,-0.0005192307692307692,-0.002880893300248139,2.568238213399504,0.07794602977667495,0.0268771712158809,7.369727047146402,-0.0031042183622828788,-0.025330645161290327,31.656327543424318,0.047825062034739456,-0.008799007444168736,26.296526054590572,0.021344292803970225,-0.007425558312655087,1.0049627791563276,-3.0617,0.15872828784119108,-0.013550248138957818
Taxiarchis Fountas,Taxiarchis Fountas,1995-09-04,D.C. United,Greece,ST,1233,3.795620437956204,1.532846715328467,0.43795620437956206,0.3573138686131387,0.07126277372262774,0.5109489051094891,0,0.04634306569343066,0.40364963503649637,0.3143795620437957,0.23199270072992703,21.970802919708028,0.07733576642335767,-0.08794890510948905,-0.08186131386861313,11.897810218978103,0.03212408759124088,0.020554744525547446,2.5547445255474455,0.030927007299270077,-0.0035620437956204384,5.328467153284672,0.00020437956204379562,0.014437956204379562,21.970802919708028,0.12459124087591242,-0.029919708029197085,24.817518248175183,0.08800000000000001,0.02832116788321168,3.795620437956204,0.352,0.1878978102189781,-0.05202919708029197
Héctor Herrera,Héctor Herrera,1990-04-19,Houston Dynamo FC,Mexico,DM,3336,2.077338129496403,0.7014388489208633,0.13489208633093525,0.14345773381294963,-0.018307553956834532,2.050359712230216,0.35071942446043164,0.16703956834532374,0.31049730215827337,0.0447113309352518,0.06952338129496403,74.91906474820144,1.9515539568345321,0.032919064748201436,0.024504496402877697,23.201438848920862,0.0082931654676259,0.00993884892086331,3.129496402877698,0.07550179856115108,0.010928956834532376,10.170863309352518,0.09734352517985612,0.06269244604316547,74.91906474820144,0.0614703237410072,0.024256294964028775,62.42805755395683,0.04801618705035972,0.026479316546762593,2.077338129496403,2.6048999999999998,0.32354406474820147,0.15880035971223022
Preston Judd,Preston Judd,1999-05-28,LA Galaxy,USA,ST,730,3.6986301369863015,1.2328767123287672,0.3698630136986301,0.5229123287671232,-0.1812575342465753,0.9863013698630136,0.1232876712328767,0.1284041095890411,0.6513041095890411,0.12739315068493154,0.24190273972602738,10.10958904109589,-0.6758013698630138,-0.03873698630136987,-0.02584109589041096,9.123287671232877,0.002675342465753425,-0.00948082191780822,2.712328767123288,0.035198630136986306,0.0034150684931506855,3.0821917808219177,-0.04476575342465754,-0.015213698630136989,10.10958904109589,0.24348082191780823,0.0654164383561644,14.917808219178083,0.09744657534246574,0.03286849315068493,3.6986301369863015,-6.6847,0.2952986301369863,0.05116438356164384
Cade Cowell,Cade Cowell,2003-10-14,San Jose Earthquakes,USA,W,1692,2.1808510638297873,0.5319148936170213,0.05319148936170213,0.22221808510638297,-0.1622340425531915,0.425531914893617,0.10638297872340426,0.054569148936170216,0.2767872340425532,0.03195744680851064,0.15262234042553194,21.22340425531915,-1.6859095744680852,-0.016420212765957447,-0.028914893617021275,19.414893617021278,0.014803191489361702,0.005505319148936171,1.5425531914893618,0.02696276595744681,-0.014446808510638297,5.531914893617022,-0.04302127659574468,-0.041255319148936175,21.22340425531915,0.12101063829787234,0.014281914893617022,24.627659574468087,0.04318617021276597,-0.005728723404255319,2.1808510638297873,-7.9436,0.1465212765957447,-0.07055851063829788
Julián Carranza,Julián Carranza,2000-05-22,Philadelphia Union,Argentina,ST,2932,2.7933151432469305,1.0743519781718964,0.4297407912687585,0.37012653478854024,-0.038575375170532056,0.8287858117326057,0.1534788540245566,0.1207049795361528,0.490831514324693,0.17330218281036835,0.21408151432469305,23.850613915416098,-1.192650409276944,-0.023399386084583907,-0.0065289904502046385,13.107094133697135,0.024019440654843113,0.011406548431105048,5.034106412005457,0.037451909959072306,0.0071705320600272855,5.55593451568895,-0.03795839017735334,-0.0042759208731241475,23.850613915416098,0.19057469304229194,0.0014672578444747614,26.18349249658936,0.07647544338335607,0.009457366984993179,2.7933151432469305,-5.0005,0.2671637107776262,0.01869679399727149
Daniel Pereira Gil,Daniel Pereira Gil,2000-07-14,Austin FC,Venezuela,CM,2798,0.5146533238027162,0.16082916368834882,0,0.013686561829878485,0.0012769835596854896,0.8363116511794139,0.16082916368834882,0.057840600428877766,0.07152716225875626,0,0.010077555396711938,50.050035739814156,0.1658277340957827,0.032477841315225166,0.02370300214438885,19.23516797712652,0.0001543959971408149,0.002081129378127234,3.506075768406004,0.0644796283059328,-0.0007494639027877055,10.582558970693352,0.004908506075768406,-0.03018441744102931,50.050035739814156,0.014464974982130094,-0.018633666904932095,42.84488920657613,0.00793531093638313,-0.012457827019299502,0.5146533238027162,0.33130000000000004,0.12442065761258042,-0.036241243745532524
Mark Delgado,Mark Delgado,1995-05-16,LA Galaxy,USA,CM,2571,0.73512252042007,0.1750291715285881,0.07001166861143523,0.05894632438739789,-0.02142357059509918,1.2952158693115519,0.07001166861143523,0.11326137689614936,0.17220420070011666,0.05963943990665111,0.04743990665110851,53.41890315052509,1.2266149358226373,0.0060070011668611435,-0.0024224037339556593,13.057176196032673,-0.00019253208868144693,0.00031855309218203036,1.8553092182030337,0.07714235705950992,0.014901983663943992,11.76196032672112,0.052508751458576426,0.022141190198366398,53.41890315052509,0.03668961493582264,-0.002772462077012836,45.61260210035006,0.01882963827304551,-0.004473745624270711,0.73512252042007,2.2962,0.19098483080513418,0.027693115519253214
Adalberto Carrasquilla,Adalberto Carrasquilla,1998-11-28,Houston Dynamo FC,Panama,W,2733,1.4489571899012075,0.3951701427003293,0.09879253567508232,0.12247310647639956,-0.04022832052689353,1.5148188803512623,0.19758507135016465,0.1333106476399561,0.2557837541163557,0.023789242590559825,0.05780680570801318,42.38199780461032,-1.0227859495060372,0.025649835345773874,0.013837541163556533,17.65093304061471,0.012839736553238201,0.006197585071350164,3.2272228320526892,0.037682766190998904,-0.009589462129527992,6.355653128430296,0.01657409440175631,0.006698133918770582,42.38199780461032,0.05355872667398463,-0.03212403951701427,41.19648737650933,0.036319429198682765,-0.005117453347969265,1.4489571899012075,-2.4133,0.18262458836443468,-0.02009769484083425
Chris Donovan,Chris Donovan,2000-08-08,Philadelphia Union,USA,ST,543,1.3259668508287292,0.6629834254143646,0.3314917127071823,0.32058563535911605,-0.027513812154696136,0.6629834254143646,0.16574585635359115,0.24755801104972378,0.5681436464088397,0.008701657458563538,0.08065193370165746,20.552486187845304,-0.21606629834254146,0.07509944751381216,0.08864088397790056,11.767955801104973,0.0015745856353591159,-0.00860220994475138,1.988950276243094,0.047171270718232045,0.01165193370165746,6.961325966850829,0.0039447513812154705,0.027099447513812155,20.552486187845304,0.12250276243093923,-0.04364088397790056,20.718232044198896,0.049524861878453036,-0.010309392265193371,1.3259668508287292,-1.0513,0.2998176795580111,0.06483977900552487
Owen Wolff,Owen Wolff,2004-12-30,Austin FC,USA,DM,2081,0.6487265737626141,0.25949062950504564,0.08649687650168188,0.038123498318116296,0.006041806823642481,0.6487265737626141,0.08649687650168188,0.04462373858721769,0.08274291206150888,0.05975636713118693,0.02062518020182605,30.836136472849592,-0.6282570879384911,0.007084094185487747,-0.0026684286400768865,11.114848630466122,-0.0007179240749639596,0.0007827967323402211,2.335415665545411,0.04759923113887554,-0.01585487746275829,8.390197020663143,0.003970206631427198,-0.030766938971648245,30.836136472849592,0.019686689091782797,-0.016559827006246995,26.55454108601634,0.01731234983181163,-0.004017779913503124,0.6487265737626141,-2.0374,0.09493464680442096,-0.0690850552618933
Sean Nealis,Sean Nealis,1997-01-13,New York Red Bulls,USA,CB,3312,0.4076086956521739,0.1358695652173913,0.02717391304347826,0.05238315217391305,-0.008994565217391306,0.1358695652173913,0.02717391304347826,0.01309782608695652,0.06548369565217392,0.012380434782608696,0.035154891304347825,36.494565217391305,-0.28593478260869565,-0.009309782608695654,-0.011005434782608696,7.201086956521739,-0.01765217391304348,-0.008315217391304348,1.3858695652173914,0.02638858695652174,-0.04353260869565217,14.972826086956522,0.026394021739130434,-0.02281521739130435,36.494565217391305,0.021271739130434782,0.0014456521739130436,20.570652173913043,0.013725543478260868,0.003633152173913044,0.4076086956521739,-0.7835000000000001,0.06081793478260869,-0.08058967391304349
Kervin Arriaga,Kervin Arriaga,1998-01-05,Minnesota United FC,Honduras,DM,1313,1.1652703731911653,0.2741812642802742,0.1370906321401371,0.07110891089108912,-0.005387661843107388,0.6169078446306169,0.1370906321401371,0.06149200304645849,0.13260091393754758,0.17895811119573496,0.0716984006092917,44.82863670982483,-0.35134958111195735,-0.013441736481340442,-0.022044173648134043,12.74942878903275,-0.002892612338156893,-0.0010144706778370146,2.0563594821020565,0.06936100533130236,0.004421172886519421,12.955064737242955,0.0571051028179741,0.02301066260472201,44.82863670982483,0.027733434881949733,-0.011364813404417366,33.51865955826352,0.02068697638994669,-0.000987052551408987,1.1652703731911653,-0.7838,0.15855217060167553,-0.00797867479055598
Santiago Moreno,Santiago Moreno,2000-04-21,Portland Timbers FC,Colombia,W,2516,1.5023847376788553,0.643879173290938,0.10731319554848967,0.19117130365659776,-0.017967806041335452,1.645468998410175,0.21462639109697934,0.17095349761526232,0.3621248012718601,0.04107233704292528,0.13427742448330682,36.128775834658185,-0.37187241653418124,0.015217011128775835,0.0011732909379968204,18.636724960254373,-0.013188791732909379,-0.020715023847376793,2.360890302066773,0.06975715421303656,0.02420985691573927,9.837042925278219,0.035620826709062005,0.02896025437201908,36.128775834658185,0.09272575516693164,0.0037344992050874406,32.69475357710652,0.044427662957074725,0.0010767090620031796,1.5023847376788553,-1.0293,0.24455961844197138,0.038439586645469
Jahkeele Marshall-Rutty,Jahkeele Marshall-Rutty,2004-06-16,Toronto FC,Canada,W,1259,1.6441620333598095,0.6433677521842732,0,0.1015448768864178,-0.029166004765687058,0.7148530579825259,0.07148530579825259,0.03477760127084988,0.13632247815726767,0,0.0806568705321684,40.246227164416204,0.8609332803812549,0.007127084988085783,-0.003517077045274027,14.797458300238285,0.007048451151707705,0.0036814932486100085,1.6441620333598095,0.04504289118347895,-0.005375694996028595,8.2922954725973,-0.013596505162827642,-0.02925178713264496,40.246227164416204,0.04225496425734711,-0.024369340746624307,34.24146147736299,0.0415758538522637,0.009085782366957904,1.6441620333598095,2.1392,0.1294527402700556,-0.04974662430500398
Dagur Dan Thórhallsson,Dagur Dan Thórhallsson,2000-05-02,Orlando City SC,Iceland,FB,1753,0.9241300627495722,0.1540216771249287,0.1026811180832858,0.07007986309184255,-0.004651454649172847,0.513405590416429,0.1540216771249287,0.09968796349115801,0.16976782658300058,0.010180832857957787,0.01912435824301198,38.19737592698232,1.0626058185966913,0.024263548203080434,0.015314888762122078,14.786081003993155,0.012537364517969196,0.01378494010268112,1.6942384483742157,0.04980034227039361,-0.0061197946377638335,7.855105533371363,0.013820878494010267,-0.017645750142612663,38.19737592698232,0.037920136908157445,0.0013553907586993724,29.264118653736453,0.014796349115801485,-0.004646320593268683,0.9241300627495722,2.7819000000000003,0.15313861950941246,0.002043354249857389
Nemanja Radoja,Nemanja Radoja,1993-02-06,Sporting Kansas City,Serbia,DM,2290,0.3930131004366812,0.039301310043668124,0,0.01803930131004367,-0.01723755458515284,0.7860262008733624,0.07860262008733625,0.04548733624454148,0.06352663755458515,0,0.016872052401746725,44.37117903930131,1.0768912663755459,0.008013537117903929,-0.0016781659388646287,14.305676855895197,-0.012395633187772927,-0.008886026200873365,1.8078602620087336,0.07091528384279476,0.00233056768558952,10.179039301310043,0.027267248908296945,-0.01320524017467249,44.37117903930131,0.012788646288209608,-0.013904803493449781,34.506550218340614,0.005289956331877729,-0.01204585152838428,0.3930131004366812,2.427,0.11187903930131005,-0.04738951965065502
Kelyn Rowe,Kelyn Rowe,1991-12-02,Seattle Sounders FC,USA,FB,404,0.6683168316831684,0.22277227722772278,0,0.04406435643564356,-0.025685643564356438,0.6683168316831684,0,0.02025,0.06431435643564357,0,0.03856188118811881,57.475247524752476,1.5634826732673268,-0.000801980198019802,-0.009891089108910891,12.698019801980198,-0.005413366336633664,-0.003787128712871287,1.7821782178217822,0.025574257425742576,-0.0284480198019802,12.029702970297029,0.08512128712871288,0.055737623762376245,57.475247524752476,0.032636138613861394,-0.0028737623762376237,42.772277227722775,0.005368811881188119,-0.012653465346534654,0.6683168316831684,2.7203,0.1424851485148515,-0.0019158415841584106
DeAndre Yedlin,DeAndre Yedlin,1993-07-09,Inter Miami CF,USA,FB,2585,0.10444874274661509,0,0,0.0029802707930367506,-0.0029802707930367506,0.41779497098646035,0.06963249516441006,0.038325725338491295,0.04130599613152804,0,0.002572920696324952,48.11605415860735,0.04004912959381045,-0.002847969052224371,-0.009790328820116054,7.938104448742747,-0.01128394584139265,-0.006900580270793037,1.7059961315280465,0.030258800773694396,-0.026972147001934236,10.93230174081238,0.015409671179883948,-0.021446808510638297,48.11605415860735,0.0163357833655706,-0.00422321083172147,33.52804642166344,0.0013125725338491297,-0.009612765957446808,0.10444874274661509,0.08320000000000001,0.04918491295938105,-0.0789458413926499
Héber,Héber,1991-08-10,Seattle Sounders FC,Brazil,ST,1204,2.840531561461794,0.9717607973421927,0.14950166112956811,0.46686378737541523,-0.11128156146179402,1.2707641196013288,0.07475083056478406,0.09562873754152826,0.5625,0.016004152823920266,0.27316196013289035,22.574750830564785,-0.0073779069767441864,-0.026431893687707642,-0.01767109634551495,6.7275747508305646,0.002997508305647841,-0.00816279069767442,1.420265780730897,0.01637043189368771,-0.017843023255813953,2.691029900332226,-0.06274584717607974,-0.04431976744186046,22.574750830564785,0.26310049833887045,0.10383637873754153,24.219269102990033,0.08541777408637874,0.025669435215946845,2.840531561461794,-0.0327,0.2787084717607974,0.0415091362126246
Hassani Dotson,Hassani Dotson,1997-08-06,Minnesota United FC,USA,DM,2814,1.5671641791044777,0.47974413646055436,0.09594882729211088,0.1621311300639659,-0.006284648187633263,1.0874200426439233,0.09594882729211088,0.08741897654584221,0.24955010660980811,0.04834221748400853,0.09127611940298508,39.53091684434968,0.6268272921108742,0.014171641791044775,0.003047974413646056,13.176972281449894,0.020005330490405118,0.018479744136460554,1.7590618336886994,0.06467910447761194,0.007061833688699361,11.066098081023455,0.022365671641791048,-0.0021748400852878466,39.53091684434968,0.05647867803837953,0.00032302771855010666,33.67803837953092,0.038242004264392324,0.008996801705756929,1.5671641791044777,1.5857,0.21594243070362473,0.035734541577825164
Dru Yearwood,Dru Yearwood,2000-02-17,New York Red Bulls,England,CM,1004,0.7171314741035857,0.08964143426294821,0,0.029886454183266936,-0.028120517928286858,0.7171314741035857,0,0.06479282868525897,0.09468824701195219,0,0.022876494023904386,29.850597609561753,-2.0339551792828687,-0.010254980079681274,-0.021693227091633467,13.087649402390438,-0.0004213147410358566,-0.005486055776892431,2.0617529880478087,0.04664043824701195,-0.004464143426294821,9.233067729083665,0.010559760956175298,-0.011653386454183267,29.850597609561753,0.03326593625498008,-0.035220119521912355,24.9203187250996,0.007718127490039841,-0.028308764940239043,0.7171314741035857,-6.8138000000000005,0.08750796812749005,-0.10682569721115538
William Sands,William Sands,2000-07-06,Columbus Crew,USA,FB,529,0.34026465028355385,0,0,0.014308128544423442,-0.014308128544423442,0.5103969754253308,0.17013232514177692,0.06398676748582231,0.07829489603024574,0,0.0018544423440453686,41.342155009451794,-0.2934102079395085,0.007094517958412099,-0.00003402646502835539,16.16257088846881,0.004270321361058601,0.008472589792060493,1.7013232514177694,0.022474480151228732,-0.03428166351606805,10.378071833648393,-0.02592816635160681,-0.06231947069943289,41.342155009451794,0.01939508506616257,-0.001173913043478261,31.134215500945178,0.00723062381852552,-0.0037258979206049145,0.34026465028355385,-0.7097,0.03453686200378071,-0.09306238185255199
Jamiro Monteiro,Jamiro Monteiro,1993-11-23,San Jose Earthquakes,Republic of Cape Verde,CM,2380,1.134453781512605,0.3403361344537815,0.037815126050420166,0.1087373949579832,-0.04509453781512605,0.9831932773109243,0.1134453781512605,0.0964966386554622,0.2052340336134454,0.03418109243697479,0.08160504201680673,43.97899159663866,0.4349155462184874,-0.027306302521008404,-0.035481932773109244,16.222689075630253,0.0021327731092436976,-0.0027302521008403364,3.176470588235294,0.054170168067226895,0.002881512605042017,8.319327731092438,0.006908823529411765,-0.016808823529411765,43.97899159663866,0.07354285714285715,0.002492016806722689,42.390756302521005,0.021248319327731094,-0.014774369747899158,1.134453781512605,0.9889,0.13069663865546222,-0.0644218487394958
Russell Canouse,Russell Canouse,1995-06-11,D.C. United,USA,CM,2435,0.406570841889117,0.07392197125256673,0,0.01635154004106776,-0.011757289527720738,0.18480492813141683,0.03696098562628337,0.012618480492813142,0.028970020533880904,0,0.013694045174537987,40.25051334702259,0.15121848049281317,-0.012034496919917865,-0.020757289527720737,8.981519507186858,-0.013427926078028748,-0.011594661190965094,2.402464065708419,0.08299219712525668,0.017955646817248462,12.271047227926077,0.028408213552361398,-0.00637946611909651,40.25051334702259,0.011960574948665297,-0.021503901437371666,28.903490759753595,0.010079260780287475,-0.010485831622176593,0.406570841889117,0.37570000000000003,0.10797782340862425,-0.05276550308008214
Cristian Dájome,Cristian Dájome,1994-01-03,,Colombia,W,1244,1.3745980707395498,0.5787781350482315,0.14469453376205788,0.1390297427652733,0.008095659163987138,1.229903536977492,0.07234726688102894,0.08015353697749197,0.21918327974276527,0.012856109324758842,0.08181028938906752,26.406752411575564,0.03671623794212219,-0.03443729903536978,-0.045405144694533765,15.771704180064308,0.005440514469453377,-0.001092443729903537,2.6768488745980705,0.03477009646302251,-0.010352893890675242,7.451768488745981,0.009455787781350483,-0.003964630225080386,26.406752411575564,0.10115594855305467,0.016603697749196143,25.393890675241156,0.04358922829581994,0.0033713826366559485,1.3745980707395498,0.139,0.1599742765273312,-0.040840032154340844
Kevin O'Toole,Kevin O'Toole,1998-12-14,New York City FC,USA,FB,1366,0.3953147877013177,0.19765739385065886,0,0.022671303074670572,-0.01249194729136164,0.6588579795021962,0,0.05280087847730601,0.0754787701317716,0,0.013183748169838945,45.39531478770132,0.88501756954612,-0.0017855051244509517,-0.00866398243045388,12.913616398243045,0.005125915080527087,0.009566617862371889,1.3177159590043923,0.033911420204978046,-0.023481698389458273,11.661786237188872,0.01332869692532943,-0.023679355783308927,45.39531478770132,0.014587115666178626,-0.005962664714494877,34.06295754026355,0.007886530014641287,-0.0030307467057101023,0.3953147877013177,1.9496,0.07305417276720354,-0.05525183016105418
Malik Pinto,Malik Pinto,2002-08-09,FC Cincinnati,USA,CM,509,0.17681728880157171,0,0,0.009848722986247544,-0.009848722986247544,0.17681728880157171,0,0.004827111984282908,0.014675834970530453,0,0,31.11984282907662,0.8231905697445971,-0.002351669941060904,-0.009742632612966602,6.365422396856582,-0.01375638506876228,-0.018548133595284875,3.005893909626719,0.064237721021611,0.012801571709233793,10.25540275049116,0.03398428290766209,0.008823182711198427,31.11984282907662,0.014304518664047151,-0.05723575638506877,26.345776031434184,0.006489194499017682,-0.029475442043222007,0.17681728880157171,2.6452,0.10290766208251474,-0.09337721021611003
Wikelman Carmona,Wikelman Carmona,2003-02-24,New York Red Bulls,Venezuela,W,782,2.3017902813299234,0.8056265984654731,0.11508951406649616,0.159076726342711,-0.07557928388746804,0.5754475703324808,0,0.05523145780051151,0.2143081841432225,0.013753196930946293,0.13542583120204604,24.744245524296677,-1.1719565217391306,-0.01889769820971867,-0.0239616368286445,16.22762148337596,0.011324808184143222,0.0029117647058823533,3.2225063938618925,0.010588235294117647,-0.030878516624040925,6.099744245524296,-0.007135549872122763,-0.010047314578005116,24.744245524296677,0.06595780051150896,-0.045644501278772384,25.20460358056266,0.04871739130434783,0.0006560102301790281,2.3017902813299234,-4.7363,0.11055498721227622,-0.10696419437340154
