,player_name,birth_date,Club Team,nationality,position,minutes_played,shots_per90,shots_on_target_per90,goals_per90,xgoals_per90,xplace_per90,key_passes_per90,primary_assists_per90,xassists_per90,xgoals_plus_xassists_per90,points_added_per90,xpoints_added_per90,attempted_passes_per90,passes_completed_over_expected_per90,Dribbling_goals_added_raw_per90,Dribbling_goals_added_above_avg_per90,Dribbling_count_actions_per90,Fouling_goals_added_raw_per90,Fouling_goals_added_above_avg_per90,Fouling_count_actions_per90,Interrupting_goals_added_raw_per90,Interrupting_goals_added_above_avg_per90,Interrupting_count_actions_per90,Passing_goals_added_raw_per90,Passing_goals_added_above_avg_per90,Passing_count_actions_per90,Receiving_goals_added_raw_per90,Receiving_goals_added_above_avg_per90,Receiving_count_actions_per90,Shooting_goals_added_raw_per90,Shooting_goals_added_above_avg_per90,Shooting_count_actions_per90,passes_completed_over_expected_p100passes,goalsAdded_raw_per90,goalsAdded_above_avg_per90
Lionel Messi,Lionel Messi,1987-06-24,Inter Miami CF,Argentina,ST,409,4.400977995110025,1.5403422982885087,0.2200488997555012,0.5603325183374084,-0.23886308068459655,1.3202933985330074,0.4400977995110024,0.32791687041564793,0.8882493887530561,0.0013422982885085576,0.35702933985330076,47.090464547677264,-0.29530562347188266,0.05752078239608803,0.06084352078239609,31.687041564792175,0.05245965770171149,0.044559902200489,3.5207823960880194,0.018880195599022005,-0.022048899755501224,2.4205378973105134,0.11935452322738387,0.1225232273838631,47.090464547677264,0.17674327628361858,0.04816870415647922,49.511002444987774,0.11424938875305624,0.06363814180929096,4.400977995110025,-0.6271,0.5392078239608802,0.31768459657701714
Gustavo Bou,Gustavo Bou,1990-02-18,New England Revolution,Argentina,ST,1553,3.535093367675467,1.3908564069542821,0.463618802318094,0.32483451384417256,0.07111912427559562,1.6806181584030908,0.231809401159047,0.15797231165486156,0.4828068254990341,0.2383290405666452,0.18446233097231163,29.671603348358015,-1.3490669671603348,0.03482936252414681,0.03814423696072118,15.53122987765615,-0.013178364455891822,-0.024397939471989698,1.3329040566645203,0.022960721184803606,-0.012552479072762395,4.578235672891179,-0.05714101738570508,-0.044206052801030266,29.671603348358015,0.13422923374114618,-0.013468126207340631,28.976175144880877,0.0860360592401803,0.027915647134578236,3.535093367675467,-4.5467,0.20773599484868,-0.028564713457823566
Xherdan Shaqiri,Xherdan Shaqiri,1991-10-10,Chicago Fire FC,Switzerland,AM,2280,1.4210526315789473,0.5131578947368421,0.19736842105263158,0.1434394736842105,0.005727631578947369,1.5,0.11842105263157894,0.19376447368421051,0.3372,0.12632368421052634,0.09971447368421052,42.63157894736842,-0.34944868421052633,-0.01775921052631579,-0.02964078947368421,16.460526315789473,0.006789473684210527,-0.0031736842105263155,2.25,0.03095921052631579,-0.010618421052631579,4.342105263157895,0.1005078947368421,0.07676052631578946,42.63157894736842,0.055859210526315796,-0.037831578947368424,38.80263157894737,0.03072236842105263,-0.016231578947368423,1.4210526315789473,-0.8197,0.20707894736842106,-0.02073552631578949
Felipe,Felipe,1990-09-30,Orlando City SC,Brazil,DM,658,1.2310030395136777,0.41033434650455924,0,0.12966565349544074,-0.01883434650455927,0.41033434650455924,0,0.03225227963525836,0.1619179331306991,0,0.05145592705167174,50.06079027355623,0.6238996960486323,-0.01417021276595745,-0.025153495440729486,9.574468085106384,-0.002927051671732523,-0.0032142857142857147,2.325227963525836,0.03639665653495441,-0.02456534954407295,8.617021276595745,0.02152887537993921,-0.012925531914893618,50.06079027355623,0.0453693009118541,-0.0001778115501519757,44.17933130699088,0.02955775075987842,0.0038297872340425534,1.2310030395136777,1.2463,0.11575531914893616,-0.062206686930091196
Reed Baker-Whiting,Reed Baker-Whiting,2005-03-31,Seattle Sounders FC,USA,FB,746,0.36193029490616624,0.12064343163538874,0,0.019411528150134052,-0.0083485254691689,0.6032171581769437,0.12064343163538874,0.05235924932975872,0.07177077747989276,0,0.0060683646112600536,50.54959785522788,0.6316528150134048,0.01147319034852547,0.0020991957104557644,17.25201072386059,0.00024128686327077746,0.0018096514745308309,1.3270777479892761,0.0216313672922252,-0.03365951742627346,12.064343163538874,0.0010375335120643432,-0.028882037533512064,50.54959785522788,0.03850938337801609,0.0025335120643431635,39.32975871313673,0.0083485254691689,-0.010242627345844505,0.36193029490616624,1.2496,0.08124128686327078,-0.06634182305630026
Deandre Kerr,Deandre Kerr,2002-11-29,Toronto FC,Canada,ST,1312,1.4405487804878048,0.7545731707317073,0.3429878048780488,0.22284603658536586,0.09823856707317075,0.6859756097560976,0.06859756097560976,0.08514329268292684,0.3079893292682927,0.20572408536585368,0.14950152439024392,15.983231707317072,-0.5020106707317074,-0.0024283536585365854,0.0030868902439024387,11.798780487804878,0.00526829268292683,-0.00561814024390244,2.7439024390243905,0.022033536585365856,-0.0135,3.7728658536585367,-0.055200457317073175,-0.03492301829268293,15.983231707317072,0.13652286585365855,-0.01754039634146342,18.932926829268293,0.050350609756097564,-0.008492378048780488,1.4405487804878048,-3.1409,0.15654649390243905,-0.07698704268292685
Robert Voloder,Robert Voloder,2001-05-09,Sporting Kansas City,Germany,CB,1149,0.1566579634464752,0,0,0.015697127937336817,-0.015697127937336817,0,0,0,0.015697127937336817,0,0.011765013054830287,53.34203655352481,-1.0256318537859008,0.007903394255874673,0.005044386422976502,14.647519582245431,-0.018054830287206267,-0.00981462140992167,1.566579634464752,0.02629503916449086,-0.04080156657963446,12.37597911227154,-0.005099216710182769,-0.05156396866840731,53.34203655352481,0.013088772845953002,-0.006900783289817232,40.4177545691906,0.0039007832898172324,-0.0063838120104438645,0.1566579634464752,-1.9227,0.028033942558746736,-0.11042036553524805
Benjamin Kikanovic,Benjamin Kikanovic,2000-01-06,San Jose Earthquakes,USA,W,837,1.5053763440860215,0.21505376344086022,0.10752688172043011,0.2159462365591398,-0.08076344086021506,0.5376344086021505,0,0.023440860215053764,0.23938709677419356,0.06975268817204301,0.11395698924731183,21.397849462365592,-0.1523225806451613,-0.0025806451612903226,-0.015322580645161291,14.946236559139784,0.006290322580645162,-0.0015591397849462367,2.6881720430107525,0.04663440860215054,0.0025806451612903226,7.956989247311828,-0.013795698924731184,-0.01726881720430108,21.397849462365592,0.04535483870967742,-0.049752688172043015,23.333333333333332,0.027258064516129034,-0.017440860215053765,1.5053763440860215,-0.7119000000000001,0.10916129032258065,-0.09876344086021506
Tim Parker,Tim Parker,1993-02-23,St. Louis City SC,USA,CB,3053,0.5306256141500164,0.1473960039305601,0.1473960039305601,0.04006812970848346,0.02316770389780544,0.05895840157222404,0,0.0010700949885358664,0.041138224697019325,0.0545542089747789,0.01824467736652473,37.880773010153945,0.67954274484114,0.0016891582050442189,-0.0000029479200786112024,7.959384212250246,-0.004675401244677367,0.004663609564362922,1.326564035375041,0.06893121519816572,-0.000990501146413364,14.916475597772683,0.048829348182115956,-0.0003802816901408451,37.880773010153945,0.016991811333114972,-0.0028329511955453657,25.057320668195217,0.012658368817556501,0.002564690468391746,0.5306256141500164,1.7939,0.14442450049132,0.003021618080576482
Jairo Torres,Jairo Torres,2000-07-05,Chicago Fire FC,Mexico,W,863,1.877172653534183,0.4171494785631518,0,0.19087717265353418,-0.10542410196987254,0.6257242178447276,0,0.03160950173812283,0.222486674391657,0,0.15720278099652374,33.7891077636153,0.11298493626882965,0.009907300115874856,-0.0033893395133256085,17.415990730011586,0.008749710312862109,0.003910776361529548,3.858632676709154,0.040943221320973354,-0.009876013904982618,7.300115874855156,-0.02515411355735805,-0.04335225955967555,33.7891077636153,0.08640208574739282,0.015653534183082272,32.64194669756663,0.05292584009269989,0.01670683661645423,1.877172653534183,0.33440000000000003,0.17377404403244498,-0.02034646581691773
Diego Rossi,Diego Rossi,1998-03-05,Columbus Crew,Uruguay,AM,1484,2.789757412398922,1.0309973045822103,0.3032345013477089,0.3203733153638814,-0.020365229110512133,2.243935309973046,0.3032345013477089,0.18499123989218327,0.5053645552560647,0.07288544474393531,0.08476010781671159,37.47978436657682,-0.7375633423180593,-0.01863679245283019,-0.02798247978436658,20.13477088948787,0.023245956873315363,0.013075471698113208,2.4258760107816713,0.026217654986522912,-0.014342991913746632,4.002695417789758,-0.036412398921832886,-0.05407884097035041,37.47978436657682,0.16170283018867926,0.05901549865229111,37.35849056603774,0.06996832884097035,0.02115970350404313,2.789757412398922,-1.9679000000000002,0.2260855795148248,-0.003153638814016174
Jack Elliott,Jack Elliott,1995-08-25,Philadelphia Union,England,CB,3451,0.8606201101130108,0.10431758910460737,0,0.08848739495798319,-0.06969197334106056,0.20863517820921473,0.02607939727615184,0.019916835699797162,0.10840423065778036,0,0.054863228049840625,37.42393509127789,0.5623083164300202,-0.000438133874239351,-0.002305418719211823,7.771660388293248,-0.010546508258475805,-0.0014708780063749638,1.0953346855983772,0.0643404810199942,-0.005341060562155897,13.74384236453202,0.05430773688785859,0.005672268907563025,37.42393509127789,0.029284555201390904,0.008877426832802087,26.887858591712547,0.016010141987829615,0.00552883222254419,0.8606201101130108,1.5025,0.15295827296435816,0.010961170675166618
Sergi Palencia,Sergi Palencia,1996-03-23,Los Angeles FC,Spain,FB,1471,0.4282800815771584,0.061182868796736914,0,0.013087015635622026,0.0012297756628144119,0.9177430319510537,0.061182868796736914,0.058074779061862675,0.07116179469748471,0,0.003823929299796057,51.08769544527532,-0.31540380693405845,0.0015785180149558125,-0.00614887831407206,10.095173351461591,-0.004197144799456152,-0.0009911624745071379,2.4473147518694764,0.03692386131883073,-0.01946227056424201,12.603670972127805,0.05587831407205982,0.02205642420122366,51.08769544527532,0.014598232494901428,-0.012713800135961932,34.93541808293678,0.006968728755948334,-0.00729299796057104,0.4282800815771584,-0.6174000000000001,0.11175050985723999,-0.02455268524813052
Jordi Alba,Jordi Alba,1989-03-21,Inter Miami CF,Spain,FB,480,0.1875,0.1875,0.1875,0.10040625,0.04573125,0.9375,0,0.21832500000000002,0.31875000000000003,0.033375,0.017868750000000003,63.75,-0.93429375,-0.00241875,-0.00954375,15,0.00219375,0.00639375,0.9375,0.05821875,0.0014437500000000002,8.4375,0.039150000000000004,0.0027562500000000005,63.75,0.07878750000000001,0.0582,51.75,0.00916875,-0.00178125,0.1875,-1.4656,0.18510000000000001,0.057468750000000006
Yimmi Chará,Yimmi Chará,1991-04-02,Portland Timbers FC,Colombia,W,813,0.8856088560885609,0.11070110701107011,0.11070110701107011,0.06997416974169741,0.007195571955719558,1.4391143911439115,0.33210332103321033,0.15141697416974167,0.22139114391143913,0.033487084870848706,0.042464944649446494,33.76383763837639,-0.172239852398524,0.008900369003690036,-0.007738007380073801,15.387453874538746,0.003952029520295203,-0.004892988929889299,1.992619926199262,0.05560516605166051,0.012619926199261992,8.634686346863468,-0.01270848708487085,-0.015841328413284134,33.76383763837639,0.06957564575645757,-0.025317343173431737,30.66420664206642,0.028151291512915132,-0.018177121771217712,0.8856088560885609,-0.5101,0.1534760147601476,-0.05934686346863469
Ryan Hollingshead,Ryan Hollingshead,1991-04-16,Los Angeles FC,USA,FB,3118,0.7793457344451572,0.3175112251443233,0.2020525978191148,0.08778030788967287,0.04018826170622194,0.6638871071199487,0,0.039512828736369465,0.12729313662604236,0.02166581141757537,0.029170622193713917,46.558691468890316,1.0132851186658114,0.00476844130853111,-0.0022225785760102627,12.556125721616421,-0.01826266837716485,-0.013927196921103273,1.962796664528544,0.08945157152020526,0.032331302116741505,14.951892238614496,0.049321039127645926,0.012576330981398333,46.558691468890316,0.04717062219371391,0.02660455420141116,30.336754329698525,0.019330660679923027,0.008399615137908916,0.7793457344451572,2.1764,0.19177966645285438,0.06376202694034638
Uri Rosell,Uri Rosell,1992-07-07,LA Galaxy,Spain,DM,937,0.288153681963714,0,0,0.012822838847385273,-0.012822838847385273,0.576307363927428,0.096051227321238,0.065093916755603,0.07791675560298827,0,0.014378868729989329,59.93596584845251,1.5015592315901813,-0.005254002134471719,-0.014561366061899682,12.966915688367129,-0.0018537886872998933,0.0016136606189967985,1.92102454642476,0.09917289220917823,0.032340448239060834,10.08537886872999,0.025559231590181433,-0.013965848452508004,59.93596584845251,0.015252934898612593,-0.011189967982924227,49.65848452508004,0.007127001067235859,-0.009662753468516543,0.288153681963714,2.5053,0.14000426894343648,-0.015425827107790824
Victor Wanyama,Victor Wanyama,1991-06-25,CF Montréal,Kenya,CM,1968,0.5030487804878049,0.13719512195121952,0,0.031051829268292686,0.006653963414634148,0.4573170731707317,0,0.01779878048780488,0.04885060975609756,0,0.01799542682926829,38.734756097560975,-0.5433064024390244,0.0017057926829268293,-0.006064024390243902,11.84451219512195,-0.005419207317073171,-0.005227134146341463,2.8353658536585367,0.057338414634146344,-0.004211890243902439,11.021341463414634,0.005474085365853658,-0.023721036585365857,38.734756097560975,0.017597560975609758,-0.02252286585365854,29.26829268292683,0.008533536585365854,-0.015210365853658538,0.5030487804878049,-1.4026,0.08523018292682927,-0.07695731707317073
Andres Gomez,Andres Gomez,2002-09-12,Real Salt Lake,Colombia,W,1801,2.4486396446418657,1.0494169905607995,0.04997223764575236,0.161800111049417,-0.0237917823431427,1.3492504164353136,0.2498611882287618,0.20856912826207666,0.37036923931149357,0.002288728484175458,0.11874902831760134,22.737368128817323,-0.2319211549139367,-0.027959466962798444,-0.04283620210993893,23.53692393114936,0.00015491393670183232,-0.008840088839533591,1.799000555247085,0.06229539144919489,0.020008883953359247,8.24541921154914,0.05575402554136591,0.05651860077734592,22.737368128817323,0.0864069961132704,-0.014536923931149363,25.136035535813438,0.05149639089394781,0.003907828983897835,2.4486396446418657,-1.02,0.2281482509716824,0.014222098833981121
Gabriel Pirani,Gabriel Pirani,2002-04-12,D.C. United,Brazil,AM,913,1.8729463307776562,0.7886089813800657,0.09857612267250822,0.18164622124863086,-0.0027207009857612274,0.8871851040525739,0,0.06860898138006573,0.2502552026286966,0.13161883899233295,0.15407447973713034,24.34830230010953,0.7163132530120482,0.006131434830230012,-0.005914567360350492,18.335158817086526,0.008852135815991239,-0.0012617743702081053,2.4644030668127055,0.04729682365826944,0.005539978094194962,5.52026286966046,-0.019705366922234395,-0.05115115005476451,24.34830230010953,0.10384994523548742,0.014845564074479737,27.897042716319824,0.05306352683461117,0.006880613362541073,1.8729463307776562,2.942,0.19948849945235492,-0.03106133625410734
Adilson Malanda,Adilson Malanda,2001-10-29,Charlotte FC,France,CB,2966,0.2730950775455158,0.060687795010114634,0,0.026238368172623063,-0.015187120701281188,0.15171948752528658,0.030343897505057317,0.011712744436952124,0.03795111260957519,0,0.01795144976399191,53.16250842886042,-0.6880600134861767,-0.0023546864463924477,-0.0042299393122049896,11.561024949426837,-0.013035738368172624,-0.0038718813216453143,1.5778826702629805,0.03960485502360082,-0.02987963587322994,16.203641267700608,0.04672049898853675,-0.0020603506405933916,53.16250842886042,0.012768712070128118,-0.007082265677680379,38.62778152393796,0.003987188132164532,-0.0061325016857720835,0.2730950775455158,-1.2943,0.08769082939986514,-0.05325657451112611
Daniel Gazdag,Daniel Gazdag,1996-03-02,Philadelphia Union,Hungary,AM,3365,1.8989598811292718,0.8291233283803864,0.4011887072808321,0.3933120356612185,0.002546210995542348,1.3640416047548292,0.16047548291233285,0.12465735512630015,0.5179693907875186,0.17083952451708767,0.18291263001485883,34.60921248142645,-0.2690933135215453,0.003070430906389302,-0.007903417533432393,12.543833580980683,0.015563447251114412,0.006472511144130758,2.3268945022288263,0.03368380386329867,-0.009885289747399703,5.3759286775631505,0.016213372956909364,-0.013899851411589897,34.60921248142645,0.09247399702823181,0.005659435364041605,32.54977711738484,0.03537949479940564,-0.009064190193164935,1.8989598811292718,-0.7775000000000001,0.1963845468053492,-0.028620802377414566
Orrin McKinze Gaines II,Orrin McKinze Gaines II,1998-03-02,Charlotte FC,USA,W,849,0.7420494699646644,0.31802120141342755,0.10600706713780919,0.07191519434628975,0.10494699646643109,1.1660777385159011,0.10600706713780919,0.1358904593639576,0.20780565371024737,0.06426148409893993,0.05585512367491167,27.031802120141343,0.21994346289752653,0.03665724381625442,0.020946996466431094,18.127208480565372,0.006975265017667844,-0.0009116607773851591,2.3321554770318023,0.026024734982332157,-0.01891166077738516,4.5583038869257955,-0.024816254416961128,-0.030689045936395765,27.031802120141343,0.06469611307420496,-0.024434628975265018,26.925795053003533,0.023056537102473497,-0.02089399293286219,0.7420494699646644,0.8137000000000001,0.13259363957597176,-0.0748939929328622
Timothy Tillman,Timothy Tillman,1999-01-04,Los Angeles FC,Germany,CM,2264,1.073321554770318,0.4372791519434629,0.15901060070671377,0.07658348056537102,-0.0005923144876325088,0.9540636042402827,0.07950530035335689,0.06783789752650177,0.14442535335689044,0.0392398409893993,0.034163427561837455,37.04946996466431,0.6532871024734983,0.00007553003533568905,-0.007632508833922262,14.032685512367491,0.013018992932862192,0.013762367491166078,3.498233215547703,0.05775265017667845,-0.004599381625441696,11.210247349823321,0.034374116607773855,0.0036731448763250886,37.04946996466431,0.03710512367491166,-0.0013396643109540637,31.881625441696112,0.015384275618374557,-0.0074257950530035345,1.073321554770318,1.7633,0.1577106890459364,-0.00356183745583039
José Antonio Martínez,José Antonio Martínez,1993-02-12,FC Dallas,Spain,CB,1615,0.33436532507739936,0.05572755417956656,0.05572755417956656,0.03309102167182663,0.0036724458204334368,0.11145510835913312,0.05572755417956656,0.033358513931888545,0.06645510835913312,0.011234674922600617,0.016623529411764707,57.23219814241486,0.425830959752322,0.009172755417956657,0.00698266253869969,10.532507739938081,-0.0008191950464396286,0.008052631578947369,0.5015479876160991,0.024592569659442724,-0.044130650154798765,10.811145510835914,0.07029473684210527,0.022252012383900933,57.23219814241486,0.016891021671826628,-0.0030037151702786377,47.03405572755418,0.004998761609907121,-0.005171517027863777,0.33436532507739936,0.744,0.12513065015479877,-0.015018575851393188
Alan Pulido,Alan Pulido,1991-03-08,Sporting Kansas City,Mexico,ST,2766,1.9848156182212582,1.0086767895878526,0.455531453362256,0.3203004338394794,0.05535032537960955,1.0086767895878526,0.0650759219088937,0.07881995661605207,0.3991203904555314,0.24690130151843817,0.15665726681127984,29.154013015184383,-0.5443308026030369,-0.05049891540130152,-0.03362798264642083,15.71583514099783,0.006976138828633406,-0.005638828633405641,1.561822125813449,0.02131887201735358,-0.008960954446854665,3.3839479392624727,-0.06467570498915401,-0.030995661605206073,29.154013015184383,0.12475054229934925,-0.06435357917570499,30.065075921908893,0.0546117136659436,-0.012406724511930586,1.9848156182212582,-1.8671000000000002,0.0924826464208243,-0.1559837310195228
Cristian Arango,Cristian Arango,1995-03-09,Real Salt Lake,Colombia,ST,898,2.906458797327394,1.5033407572383073,0.6013363028953229,0.3656826280623608,0.21141982182628064,1.3028953229398663,0.10022271714922049,0.14079287305122495,0.5064755011135856,0.3264153674832962,0.20060579064587972,17.93986636971047,0.36888975501113586,-0.04137193763919822,-0.024504454342984414,14.43207126948775,0.00787750556792873,-0.00474053452115813,4.008908685968819,0.02348218262806236,-0.006805122494432071,4.810690423162583,0.010403118040089088,0.044087973273942094,17.93986636971047,0.17550000000000002,-0.013610244988864142,21.648106904231625,0.08098997772828508,0.013971046770601335,2.906458797327394,2.0562,0.25688084632516706,0.008398663697104677
Peter Stroud,Peter Stroud,2002-04-23,New York Red Bulls,USA,DM,1277,0.3523884103367267,0,0,0.019282693813625688,-0.019282693813625688,0.422866092404072,0,0.028952231793265466,0.04823492560689115,0,0.00750587314017228,36.08457321848081,-0.17529209083790134,0.00009866875489428347,-0.008295223179326546,11.558339859044636,0.0052858261550509005,0.005292873923257635,2.9600626468285043,0.0790195771339076,0.018218480814408772,11.558339859044636,0.012136256851996869,-0.018197337509788566,36.08457321848081,0.01549099451840251,-0.0313061863743148,26.992952231793264,0.010360219263899764,-0.015103367267032108,0.3523884103367267,-0.4858,0.12239154267815193,-0.04939075959279561
Dylan Nealis,Dylan Nealis,1998-07-30,New York Red Bulls,USA,CB,1384,0.8453757225433526,0.13005780346820808,0,0.04317919075144509,-0.028411127167630057,0.5202312138728323,0,0.016699421965317922,0.05987861271676301,0,0.021713150289017342,41.48843930635838,-0.9821184971098266,0.0035765895953757225,-0.00192485549132948,7.088150289017341,-0.019495664739884393,-0.014260838150289019,3.121387283236994,0.034627890173410406,-0.027442196531791904,15.086705202312139,0.027325144508670525,-0.011282514450867054,41.48843930635838,0.026642341040462425,-0.0037066473988439305,21.004335260115607,0.019346098265895954,0.004031791907514451,0.8453757225433526,-2.3672,0.09202239884393064,-0.05458526011560693
Christopher McVey,Christopher McVey,1997-04-12,Inter Miami CF,Sweden,CB,1376,0,0,0,0,0,0.4578488372093023,0,0.0164171511627907,0.0164171511627907,0,0,53.241279069767444,0.42198619186046515,0.00529796511627907,0.0032638081395348836,12.165697674418604,-0.0012492732558139538,0.007770348837209303,1.569767441860465,0.1174251453488372,0.048322674418604654,13.277616279069768,0.01799345930232558,-0.03041424418604651,53.241279069767444,0.0009287790697674418,-0.018948401162790698,41.2718023255814,0,-0.010144622093023256,0,0.7926000000000001,0.14039607558139533,-0.00015043604651162994
Javain Brown,Javain Brown,1999-03-09,Vancouver Whitecaps FC,Jamaica,FB,2000,0.9,0.18,0.045,0.048690000000000004,-0.0068355,0.495,0.045,0.0414585,0.09014849999999999,0.025389000000000002,0.033479999999999996,50.76,-0.457776,0.006651000000000001,0.0022364999999999998,8.82,-0.015570000000000002,-0.008801999999999999,1.71,0.038484000000000004,-0.024858,11.925,0.0317925,-0.0110115,50.76,0.026518500000000004,0.0063135000000000005,35.55,0.018,0.0074745,0.9,-0.9018,0.10587600000000001,-0.028647
Aimé Mabika,Aimé Mabika,1998-08-16,Toronto FC,Zambia,CB,1661,0.325105358217941,0.054184226369656835,0,0.04619747140276942,-0.005803130644190246,0.054184226369656835,0,0.002140276941601445,0.0483323299217339,0,0.037430463576158944,46.21914509331728,0.8286177001806141,0.010072847682119206,0.008382299819385913,14.52137266706803,-0.0015821794099939797,0.007753762793497893,1.1378687537627934,0.11625225767609876,0.04633293196869356,13.816977724262493,0.03463997591812161,-0.014570138470800725,46.21914509331728,0.02323419626730885,0.0034081878386514144,37.00782661047562,0.00455689343768814,-0.005537627934978928,0.325105358217941,1.7928000000000002,0.1871739915713426,0.04576941601444912
Jacob Shaffelburg,Jacob Shaffelburg,1999-11-26,Nashville SC,Canada,W,1573,1.7736808645899556,0.5721551176096631,0.17164653528289892,0.2633916083916084,-0.038723458359822,1.08709472345836,0.05721551176096631,0.1285689764780674,0.3919605848696758,0.04865034965034965,0.12450667514303877,21.34138588684043,-0.7522352193261284,0.051442466624284804,0.04608137317228227,11.557533375715193,0.04595549904640814,0.037539097266369996,1.2587412587412588,0.0261532104259377,-0.01581436745073109,6.808645899554991,0.003987921169739351,0.008765416401780038,21.34138588684043,0.09461157024793387,-0.020774952320406867,19.96821360457724,0.058474253019707566,0.009400508582326765,1.7736808645899556,-3.5248,0.28062492053401145,0.06519707565162111
Facundo Torres,Facundo Torres,2000-04-13,Orlando City SC,Uruguay,W,2934,2.3006134969325154,0.8588957055214724,0.4294478527607362,0.3501932515337423,0.01365950920245399,1.7791411042944785,0.09202453987730061,0.15708282208588956,0.5072760736196319,0.14036196319018404,0.15658588957055214,36.717791411042946,0.8131380368098159,0.01076993865030675,-0.002776073619631902,18.711656441717793,0.010236196319018405,0.0008742331288343558,2.392638036809816,0.038371165644171784,-0.0035613496932515344,4.50920245398773,-0.011251533742331288,-0.018693251533742333,36.717791411042946,0.12880674846625767,0.02956748466257669,35.95092024539877,0.05409815950920246,0.006549079754601228,2.3006134969325154,2.2146,0.2310306748466258,0.011960122699386504
John Tolkin,John Tolkin,2002-07-31,New York Red Bulls,USA,FB,2970,1.2727272727272727,0.3333333333333333,0.12121212121212122,0.09596666666666667,0.005809090909090909,1.5454545454545454,0.24242424242424243,0.1423757575757576,0.23834242424242427,0.008766666666666666,0.035936363636363634,49.84848484848485,-0.5991909090909091,-0.00716060606060606,-0.013933333333333336,15.06060606060606,0.011660606060606062,0.016200000000000003,1.5757575757575757,0.036093939393939393,-0.021545454545454545,10.93939393939394,0.06027575757575758,0.023021212121212123,49.84848484848485,0.020893939393939395,0.0003575757575757576,30.87878787878788,0.025272727272727273,0.014372727272727271,1.2727272727272727,-1.202,0.14703636363636363,0.018472727272727273
Joshua Atencio,Joshua Atencio,2002-01-31,Seattle Sounders FC,USA,DM,1457,1.2354152367879203,0.3088538091969801,0.06177076183939602,0.08369938229238161,-0.022144818119423475,0.49416609471516815,0.06177076183939602,0.036803019903912146,0.12050240219629375,0.028358956760466715,0.042455044612216886,50.343170899107754,-0.6138592999313658,-0.0053493479752916955,-0.015424159231297186,15.566231983527796,-0.0023102264927934114,0.00042621825669183263,1.1118737131091283,0.06459986273164035,-0.0019334248455730955,14.083733699382293,-0.01180439258750858,-0.050936170212765954,50.343170899107754,0.057996568291008924,0.0272964996568291,39.47151681537406,0.023707618393960194,0.004774879890185313,1.2354152367879203,-1.2194,0.12684008236101577,-0.03579615648592999
Kai Wagner,Kai Wagner,1997-02-15,Philadelphia Union,Germany,FB,2844,0.41139240506329117,0.0949367088607595,0.03164556962025317,0.010740506329113926,0.00041772151898734173,2.2468354430379747,0.25316455696202533,0.18691455696202533,0.19765506329113924,0.029743670886075952,0.007787974683544304,54.49367088607595,0.12468987341772152,0.001974683544303798,-0.004974683544303797,8.829113924050633,0.006791139240506329,0.011167721518987341,2.0253164556962027,0.10430379746835443,0.047085443037974684,12.626582278481013,0.09072784810126582,0.053886075949367084,54.49367088607595,0.010920886075949368,-0.00963607594936709,31.867088607594937,0.0064715189873417725,-0.004455696202531645,0.41139240506329117,0.2288,0.2211898734177215,0.09307278481012658
Emeka Eneli,Emeka Eneli,1999-01-01,Real Salt Lake,USA,FB,1660,0.16265060240963855,0.05421686746987952,0,0.006023493975903614,-0.004673493975903615,0.6506024096385542,0,0.026707228915662653,0.03272530120481928,0,0.007671686746987953,42.01807228915663,0.9113855421686746,0.015690361445783133,0.008886144578313254,12.46987951807229,0.008669277108433735,0.01051265060240964,2.3855421686746987,0.06237650602409639,0.005562650602409639,11.27710843373494,0.011152409638554218,-0.019030120481927714,42.01807228915663,0.012187951807228915,-0.024262048192771085,29.3855421686747,0.003502409638554217,-0.01501265060240964,0.16265060240963855,2.169,0.11357891566265062,-0.03334337349397591
Simon Becher,Simon Becher,1999-07-20,Vancouver Whitecaps FC,USA,ST,748,2.0454545454545454,0.8422459893048129,0.48128342245989303,0.27995053475935827,0.1362874331550802,1.2032085561497325,0.12032085561497326,0.1381163101604278,0.4180668449197861,0.2750053475935829,0.20009358288770054,13.596256684491978,-0.3109572192513369,-0.08435695187165776,-0.07535695187165777,8.302139037433156,0.009385026737967914,0.00028877005347593585,2.286096256684492,0.0400307486631016,0.001467914438502674,3.4893048128342246,-0.039633689839572196,-0.025171122994652406,13.596256684491978,0.1940053475935829,0.04616711229946524,16.483957219251337,0.0652379679144385,0.009986631016042781,2.0454545454545454,-2.2871,0.18466844919786096,-0.04261764705882353
Brandon Servania,Brandon Servania,1999-03-12,Toronto FC,USA,CM,1845,0.8780487804878049,0.2926829268292683,0.04878048780487805,0.05659512195121952,0.012575609756097563,0.975609756097561,0.04878048780487805,0.07954634146341463,0.13614146341463415,0.09717073170731708,0.055117073170731716,39.609756097560975,0.5468926829268292,-0.009697560975609755,-0.01831219512195122,11.170731707317072,0.0015951219512195121,0.0004975609756097561,1.4146341463414633,0.059243902439024394,0.0013804878048780489,10.097560975609756,0.022819512195121953,-0.0025463414634146345,39.609756097560975,0.02988780487804878,-0.021643902439024393,33.21951219512195,0.021663414634146342,-0.005721951219512195,0.8780487804878049,1.3807,0.12551219512195122,-0.04634634146341463
